perfume,brand,gender,rating_value,rating_count,year,mainaccord1,mainaccord2,mainaccord3,mainaccord4,notes,luxury_or_cheap
blue-grass,elizabeth-arden,women,3.5,1255,1936.0,other,aromatic,fresh spicy,aldehydic,"aldehydes, lavender, geranium, lily, bergamot, orange blossom, neroli, lavender, carnation, spices, clove, narcissus, bay leaf, jasmine, tuberose, rose, benzoin, sandalwood, vetiver, musk, cedar, tonka bean",cheap
rose-milano-soie-de-nacre,giorgio-armani,unisex,3.5,32,2023.0,citrus,other,white floral,floral,"lemon, bergamot, damask rose, jasmine, oakmoss, patchouli",luxury
mon-paris-floral-eau-de-parfum-in-love-collector,yves-saint-laurent,women,3.5,32,2020.0,floral,fruity,white floral,musky,"peach, pear, raspberry, bergamot, magnolia, peony, orange blossom, jasmine sambac, datura, musk, patchouli, cashmeran",luxury
wonderlust-sensual-essence,michael-kors,women,3.5,221,2017.0,white floral,other,floral,fresh,"peony, sour cherry, pink pepper, pear, jasmine, orange blossom, cashmere wood, amber, suede",luxury
dkny-be-delicious-juiced,donna-karan,women,3.5,286,2011.0,fruity,other,green,white floral,"pear, mango, granny smith apple, lily-of-the-valley, peony, violet, virginia cedar, amber, woodsy notes",cheap
make-me-smile,avon,women,3.51,221,2008.0,citrus,other,aromatic,floral,"mandarin orange, bergamot, grapefruit, tagetes, jasmine, lily-of-the-valley, musk, tonka bean, woody notes, sandalwood",cheap
local-nature-almond,avon,unisex,3.51,67,2021.0,fruity,other,sweet,vanilla,"almond milk, pear, vanilla",cheap
anais-anais,cacharel,women,3.51,8756,1978.0,white floral,other,green,woody,"white lily, hiacynth, honeysuckle, galbanum, orange blossom, lavender, bergamot, black currant, lemon, lily, lily-of-the-valley, moroccan jasmine, carnation, honeysuckle, tuberose, ylang-ylang, iris, rose, orris root, oakmoss, incense, musk, leather, sandalwood, vetiver, cedar, patchouli, amber",cheap
ch-kings,carolina-herrera,men,3.51,120,2019.0,other,aromatic,sweet,soft spicy,"pink pepper, black pepper, violet, cardamom, cacao, lavender, coffee, pineapple, clary sage, tonka bean, musk, amber",luxury
cool-water-wave,davidoff,women,3.51,599,2007.0,floral,fruity,tropical,fresh,"watermelon, guava, passionfruit, mango, pink pepper, peony, freesia, musk, iris, sandalwood, amber",cheap
qimmah-for-men,lattafa-perfumes,men,3.51,37,,other,other,woody,patchouli,"cedar, agarwood, lavender, sage, rosemary, patchouli, vetiver",cheap
dkny-women-limited-edition-eau-de-toilette,donna-karan,women,3.51,47,2012.0,floral,citrus,woody,aromatic,"blood orange, tomato leaf, water lily, flowers, woodsy notes, vanilla",cheap
modern-princess-blooming,lanvin,women,3.51,200,2020.0,other,citrus,aquatic,fruity,"watermelon, mandarin orange, pink grapefruit, damask rose, jasmine, osmanthus, white musk, cedar",cheap
true-glow-nightfall,avon,women,3.52,144,2008.0,floral,other,amber,powdery,"raspberry, rose, orchid, jasmine, amber, musk, woody notes",cheap
attraction-rush-for-him,avon,men,3.52,58,2017.0,other,other,warm spicy,citrus,"mandarin orange, green apple, lavender, lime, cinnamon, sage, tarragon, amber, musk, patchouli leaf",cheap
christian-lacroix-bijou,avon,women,3.52,281,2015.0,other,white floral,vanilla,floral,"pear, mandarin orange, apple, vanilla orchid, gardenia, jasmine, madagascar vanilla, star anise, sandalwood, musk",cheap
incandessence-soleil,avon,women,3.52,106,2022.0,citrus,other,fruity,woody,"osmanthus, citruses, precious woods",cheap
secret-fantasy,avon,women,3.52,1000,2010.0,fruity,other,fresh,floral,"big strawberry, pineapple, apple, watery notes, lilac, jasmine, freesia, white musk, sandalwood, amber",cheap
roses-on-ice,by-kilian,unisex,3.52,1617,2020.0,other,other,aromatic,green,"cucumber, juniper berries, lime, rose, musk, sandalwood",luxury
noa-l-eau-2018,cacharel,women,3.52,29,2018.0,other,fruity,floral,musky,"green apple, cassis, peony, jasmine, musk, benzoin",cheap
calvin-klein-women-eau-de-toilette,calvin-klein,women,3.52,346,2019.0,citrus,other,fresh,amber,"lemon, cassis, pink pepper, raspberry, orange blossom, peony, rose, musk, ambroxan, cedar, incense",cheap
clinique-happy-holiday,clinique,women,3.52,40,,citrus,other,white floral,aromatic,"bergamot, grapefruit, laurels, orchid, tiare flower, magnolia, lily",cheap
slip-into,avon,women,3.53,524,2011.0,other,other,floral,fruity,"blackberry, violet leaf, freesia, violet, orchid, brazilian rosewood, cashmeran, orris root, amber",cheap
musk-wood,avon,men,3.53,38,2013.0,woody,citrus,musky,powdery,"bergamot, lavender, cedar, musk",cheap
cherish-the-moment,avon,women,3.53,299,2016.0,floral,woody,soft spicy,fruity,"cassis, champagne, tulip, orchid, white ginger lily, lily-of-the-valley, patchouli, musk, cedar",cheap
far-away-rebel-diva,avon,women,3.53,488,2020.0,other,other,sweet,musky,"pink pepper, litchi, co2 extracts, sicilian bergamot, jasmine sambac, rose, magnolia, popcorn, caramel, cacao, salt, labdanum",cheap
passion-dance-dark,avon,women,3.53,85,2021.0,woody,other,coffee,white floral,"orange blossom, coffee, sandalwood",cheap
scent-essence-romantic-bouquet,avon,women,3.53,274,2014.0,floral,other,rose,,"peony, freesia, vetiver",cheap
bad-boys-are-no-good-but-good-boys-are-no-fun,by-kilian,unisex,3.53,944,2018.0,other,other,woody,citrus,"coca-cola, lime, cinnamon, apple, nutmeg, cedar, amberwood",luxury
212-surf-for-him,carolina-herrera,men,3.53,111,2014.0,other,citrus,aromatic,patchouli,"sea notes, grapefruit, patchouli",luxury
gabrielle-l-eau,chanel,women,3.53,38,2024.0,white floral,fruity,sweet,musky,"red berries, green notes, orange blossom, ylang ylang, tuberose, jasmine, musk, sandalwood",luxury
wind-flowers,creed,women,3.53,659,2021.0,white floral,other,powdery,musky,"jasmine, orange blossom, peach, jasmine sambac, tuberose, rose, orange blossom, musk, praline, iris, sandalwood",luxury
le-male-pirate-edition,jean-paul-gaultier,men,3.53,32,2015.0,other,other,fresh spicy,vanilla,"mint, lavender, cardamom, artemisia, bergamot, cinnamon, orange blossom, caraway, tonka bean, vanilla, sandalwood, amber, cedar",luxury
invictus-silver-cup-collector-s-edition,paco-rabanne,men,3.53,43,2014.0,woody,citrus,fresh spicy,aromatic,"sea notes, grapefruit, mandarin orange, bay leaf, jasmine, patchouli, moss, ambergris, guaiac wood",luxury
lady-million-empire,paco-rabanne,women,3.53,920,2019.0,fruity,other,woody,floral,"red currant, orange, neroli essence, mirabelle, magnolia, osmanthus, orange blossom, cognac, patchouli, white musk",luxury
paris-rebel-collector-2014,yves-saint-laurent,women,3.53,32,2014.0,other,citrus,aromatic,fresh spicy,"citruses, pink pepper, tomato leaf, rose, musk, woody notes, amber",luxury
dkny-be-100-delicious,donna-karan,women,3.53,102,2021.0,woody,fruity,citrus,floral,"pear, pistachio, mandarin orange, black currant, magnolia, rose water, orange blossom, tonka bean, sandalwood, white woods",cheap
dkny-be-delicious-red-art,donna-karan,women,3.53,34,2008.0,other,fruity,aromatic,citrus,"green apple, grapefruit, sea water, jasmine, sandalwood, amber, patchouli",cheap
diamonds-and-sapphires,elizabeth-taylor,women,3.53,718,1993.0,white floral,other,floral,fresh,"melon, lily-of-the-valley, freesia, peach, galbanum, rhubarb, ylang-ylang, jasmine, rose, spices, amber, musk, sandalwood, vetiver",cheap
eternal-magic,avon,women,3.54,1083,2010.0,other,other,vanilla,violet,"violet, pink pepper, bergamot, iris, rose, magnolia, vanilla, woody notes",cheap
aquavibe-ama-aquavibe-love-now,avon,women,3.54,50,2017.0,fruity,other,musky,amber,"pear, orange, peach, strawberry, brown sugar, raspberry, musk, amber, brown sugar",cheap
little-black-dress-weekend,avon,women,3.54,115,2018.0,citrus,other,white floral,sweet,"lemon, brazilian orange, mandarin orange, orange blossom, osmanthus, pink pepper, musk, patchouli, amber",cheap
elite-gentleman-weekend,avon,men,3.54,28,2016.0,woody,aromatic,citrus,fresh spicy,"grapefruit, italian cypress, cardamom, lavender, violet leaf, sandalwood, amber, teak wood, labdanum",cheap
eve-become,avon,women,3.54,92,2023.0,fruity,other,white floral,green,"apple, peach, citruses, gardenia, jasmine, butterfly orchid, musk, cedar, ambrox super, sandalwood",cheap
gucci-guilty-pour-homme-diamond,gucci,men,3.54,68,2014.0,citrus,aromatic,white floral,green,"italian lemon, mandarin orange, green leaves, pink pepper, lavender, neroli, orange blossom, coriander, cedar, patchouli",luxury
nashi-blossom,jo-malone-london,unisex,3.54,253,2016.0,floral,other,citrus,powdery,"lemon, pear blossom, rose, white musk",luxury
rose-magnolia-cologne-2024,jo-malone-london,women,3.54,41,2024.0,floral,other,amber,fresh spicy,"magnolia, black pepper, may rose, rose de mai, geranium, amber, patchouli, amberwood, moss",luxury
lady-million-eau-de-toilette,paco-rabanne,women,3.54,540,2012.0,white floral,other,floral,green,"neroli, lily-of-the-valley, gardenia, hyacinth, honey, patchouli",luxury
dandy-me,paco-rabanne,unisex,3.54,63,2021.0,other,other,rose,woody,"cinnamon, saffron, grapefruit, may rose, geranium, agarwood (oud), sandalwood, vanilla",luxury
dkny-be-delicious-fresh-blossom-juiced,donna-karan,women,3.54,198,2011.0,floral,fruity,rose,white floral,"freesia, passion flower, grapefruit, black currant, apple blossom, rose, lily-of-the-valley, sweet pea, vetiver, musk",cheap
dkny-be-delicious-paris,donna-karan,women,3.54,157,2012.0,other,other,white floral,fruity,"red apple, violet, jasmine, patchouli, vanilla",cheap
eclat-d-arpege-mon-eclat,lanvin,women,3.54,225,2022.0,other,white floral,woody,fruity,"aloe vera, bergamot, apricot, jasmine, rose, white musk, sandalwood",cheap
ice-sheers-delicious,avon,women,3.55,168,2010.0,fruity,other,citrus,fresh spicy,"blackberry, grapefruit, mojito, mint, black pepper, musk, sandalwood",cheap
lucky-me-intense,avon,men,3.55,29,2020.0,other,citrus,warm spicy,amber,"sichuan pepper, mandarin orange, apple, cinnamon leaf, nutmeg, rosemary, vetiver, amber, patchouli",cheap
eve-prive,avon,women,3.55,152,2022.0,white floral,fruity,woody,fresh,"red apple, jasmine, cedar",cheap
outspoken-intense-by-fergie,avon,women,3.55,645,2011.0,fruity,white floral,sweet,citrus,"blackberry, carambola (star fruit), kumquat, gardenia, passion flower, african orange flower, musk, virginia cedar, amber",cheap
perceive-soleil,avon,women,3.55,186,2014.0,citrus,other,green,floral,"yuzu, ozonic notes, mandarin orange, mandarin blossom, pink pepper, freesia, violet leaves, white tea, woodsy notes, musk",cheap
step-into-sexy,avon,women,3.55,97,2011.0,other,other,violet,woody,"raspberry, violet leaf, freesia, violet, orchid, brazilian rosewood, amber, cashmeran, iris",cheap
encounter,calvin-klein,men,3.55,1008,2012.0,other,woody,rum,oud,"rum, cardamom, mandarin orange, cognac, pepper, patchouli, jasmine, agarwood (oud), cedar, musk",cheap
provocative-woman,elizabeth-arden,women,3.55,1406,2004.0,floral,fruity,sweet,woody,"quince, ginger, lotus, raspberry, peach, orchid, pink freesia, apricot, papaya, sandalwood, amber, hinoki wood, red amber, white tea, cedar",cheap
true-love,elizabeth-arden,women,3.55,1916,1994.0,other,other,floral,woody,"apricot, peach, freesia, green notes, iris, rose, orris root, heliotrope, lily-of-the-valley, jasmine, sandalwood, vanilla, amber, cedar",cheap
lavender-coriander-cologne,jo-malone-london,unisex,3.55,99,2020.0,other,other,herbal,soft spicy,"sage, lavender, coriander, tonka bean",luxury
juicy-couture-oui,juicy-couture,women,3.55,555,2018.0,fruity,white floral,aquatic,ozonic,"watermelon, pear, tea, acai berry, honeysuckle, jasmine, tuberose, musk, woodsy notes, amber",cheap
musk-salama,lattafa-perfumes,unisex,3.55,93,2022.0,other,other,fruity,animalic,"white musk, fruits, white musk, amber, woodsy notes, moscow mule, leather, agarwood (oud)",cheap
hamdani,parfums-de-marly,unisex,3.55,341,2013.0,other,woody,leather,warm spicy,"olibanum, myrhh, guaiac wood, cloves, honey, leather, styrax, papyrus, tobacco, benzoin, sandalwood",luxury
curve-appeal-for-women,liz-claiborne,women,3.55,77,2011.0,other,fruity,woody,sweet,"mandarin orange, red apple, nectarine, violet, iris, jasmine, musk, patchouli, vanille, amber, sandalwood",cheap
curve-chill-for-men,liz-claiborne,men,3.55,178,2006.0,citrus,other,fresh,aldehydic,"aldehydes, lime, bergamot, violet, green tea, white pepper, coriander, sandalwood, cardamom, musk, vetiver",cheap
aquavibe-alfazema,avon,unisex,3.56,32,2018.0,other,woody,patchouli,aromatic,"green leaves, mint, eucalyptus, lavender, carnation, rose, patchouli, sandalwood, musk",cheap
celebre,avon,women,3.56,1342,,floral,other,white floral,fruity,"cyclamen, fruity notes, pepper, peony, freesia, white magnolia, lily-of-the-valley, jasmine, cedar, sandalwood",cheap
far-away,avon,women,3.56,5832,1994.0,other,other,sweet,white floral,"coconut, ylang-ylang, peach, karo karounde, orange, jasmine, gardenia, violet, freesia, osmanthus, rose, vanilla, sandalwood, amber, musk",cheap
omnia-golden-citrine,bvlgari,women,3.56,395,2020.0,other,other,woody,white floral,"white peach, sicilian mandarin, ylang-ylang, jasmine, benzoin, cedar",luxury
ck-in2u-for-him,calvin-klein,men,3.56,2337,2007.0,other,citrus,cacao,woody,"lemon, tomato leaf, cacao pod, cedar, white musk, vetiver",cheap
euphoria-blush,calvin-klein,women,3.56,138,2020.0,fruity,other,rose,citrus,"raspberry, mandarin orange, blackberry, pink pepper, rose, orchid, jasmine, patchouli, cashmere wood, chocolate, white amber",cheap
mediterranean,elizabeth-arden,women,3.56,1687,2007.0,floral,fruity,citrus,powdery,"plum, sicilian mandarin, peach, wisteria, magnolia, orchid, musk, sandalwood, amber",cheap
red-roses-cologne,jo-malone-london,unisex,3.56,50,2022.0,other,other,floral,aquatic,"violet leaves, lemon, rose, bulgarian rose, turkish rose, damask rose, may rose, french rose, honeycomb",luxury
lady-million-eau-my-gold,paco-rabanne,women,3.56,717,2014.0,citrus,white floral,tropical,sweet,"mango, neroli, grapefruit, mandarin orange, bergamot, orange blossom, violet, musk, cedar, amber, sandalwood",luxury
aqua-for-him,avon,men,3.57,69,2014.0,other,aromatic,fresh spicy,musky,"sea water, geranium, musk, woody notes",cheap
aromadisiac-for-her,avon,women,3.57,560,2010.0,other,other,sweet,white floral,"pink pepper, ginger, tangerine, almond, jasmine, orange blossom, vanilla, heliotrope, white amber, tonka bean, sandalwood, musk",cheap
luminata,avon,women,3.57,520,2016.0,fruity,other,fresh,sweet,"raspberry, pear, peony, woody notes",cheap
little-black-dress-party,avon,women,3.57,133,2018.0,fruity,other,white floral,rose,"raspberry, plum, citruses, rose, lily-of-the-valley, jasmine, musk, sandalwood, vanilla, amber",cheap
pur-blanca,avon,women,3.57,4784,2003.0,floral,other,musky,rose,"freesia, mint, bergamot, peony, white rose, white lotus, musk, heliotrope, sandalwood",cheap
ch-men-sport,carolina-herrera,men,3.57,917,2012.0,other,other,citrus,woody,"grapefruit, bergamot, sage, juniper, sea notes, sichuan pepper, vetiver, sandalwood, oakmoss",luxury
5th-avenue-after-five,elizabeth-arden,women,3.57,1047,2005.0,white floral,other,woody,fruity,"honeysuckle, plum, coriander, bergamot, lily-of-the-valley, indian lotus, jasmine, saffron, birch, sandalwood, musk, tonka bean",cheap
green-tea-cherry-blossom,elizabeth-arden,women,3.57,924,2012.0,floral,citrus,fresh,green,"green tea, lemon, bergamot, petitgrain, tangerine, sweet almond, tea, cherry blossom, peony, apricot, plum, birch, musk, white lily, oakmoss, heliotrope",cheap
le-beau-male,jean-paul-gaultier,men,3.57,1024,2013.0,other,other,green,lavender,"mint, wormwood, lavender, orange blossom, sage, musk",luxury
plum-blossom-2017,jo-malone-london,women,3.57,94,2017.0,floral,fruity,fresh,white floral,"yellow plum, plum blossom, jasmine, ylang-ylang, white musk, sandalwood",luxury
green-almond-redcurrant-cologne-2023,jo-malone-london,unisex,3.57,58,2023.0,fruity,citrus,almond,fresh,"citruses, red currant, green almond, tonka bean, cedarwood",luxury
wisteria-lavender-cologne,jo-malone-london,unisex,3.57,143,2020.0,other,other,powdery,floral,"lavender, wisteria flower, heliotrope, musk",luxury
24k-brilliant-gold,michael-kors,women,3.57,346,2015.0,floral,citrus,woody,,"mandarin orange, floral notes, woody notes",luxury
clinique-happy,clinique,women,3.57,7206,1998.0,citrus,other,white floral,sweet,"orange, blood grapefruit, indian mandarin, bergamot, apple, plum, lily-of-the-valley, freesia, orchid, rose, mimosa, lily, magnolia, musk, amber",cheap
sunny-magnolia,lanvin,women,3.57,210,2021.0,fruity,other,white floral,citrus,"apricot, mandarin orange, chinese osmanthus, jasmine, white musk, vanilla",cheap
musk-energy,avon,men,3.58,43,2013.0,other,other,amber,leather,"black pepper, cardamom, lemon, red apple, leather, palmarosa, amber, patchouli, vetiver",cheap
imari-original-1985,avon,women,3.58,553,1985.0,woody,other,green,aldehydic,"aldehydes, galbanum, bergamot, tuberose, orris root, ylang-ylang, lily-of-the-valley, sandalwood, musk, cedar, amber, vanilla",cheap
amor-amor-sunrise,cacharel,women,3.58,146,2009.0,fruity,other,citrus,musky,"grapefruit, raspberry, pineapple, rose, musk, patchouli, amber",cheap
amor-pour-homme-sunshine,cacharel,men,3.58,36,,citrus,other,fresh spicy,aromatic,"mandarin orange, grapefruit, pink pepper, iced tea, basil, rose, rose hip, cardamom, nutmeg, brazilian rosewood, vetiver, musk",cheap
ck-in2u-pop-for-him,calvin-klein,men,3.58,55,2008.0,other,other,citrus,warm spicy,"cucumber, mint, lemon, cardamom, neroli, violet, patchouli, vetiver",cheap
dkny-be-delicious-nyc,donna-karan,women,3.58,123,2012.0,other,other,aquatic,fruity,"cucumber, grapefruit, magnolia, green apple, lily-of-the-valley, rose, tuberose, violet, woodsy notes, amber, sandalwood",cheap
